company_name,project_id,project_name,estimated_value_low,estimated_value_base,estimated_value_high,confidence_adjusted_value_low,confidence_adjusted_value_base,confidence_adjusted_value_high,value_pathway,financial_driver,metric_name,currency,revenue,ebit,ebit_margin,wacc,estimated_cost_usd,evidence_level,stage,status,country,country_iso3,intervention_type,value_to_cost_ratio_base
Adidas,WWF-NBS-003,Wetland Treatment System — Canada,610533.196,1492535.8020000001,2786901.205,306910.97378,750568.9065200001,1399722.0965,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|hectares_restored|kg_nitrogen_reduced,EUR,4813807.0,-117.0,-0.0242,12.4107,2081672,low,proposed,active,Canada,CAN,constructed_wetlands,0.3605606005749225
Adidas,WWF-NBS-001,Water Rights & Governance Strengthening — Chile,277220.7105,674441.421,1393324.263,119985.25069,291950.50138000003,603151.50414,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|reputation_financing_signal,conflict_incidents_reduced|governance_score_improvement|stakeholders_engaged,EUR,4813807.0,-117.0,-0.0242,12.4107,2451175,low,proposed,active,Chile,CHL,watershed_governance_program,0.119106347519047
Adidas,WWF-NBS-012,Artificial Wetlands Initiative — Chile,159530.121,368581.102,748314.5549999999,99144.07398,227732.30456,463626.56940000004,capital_market|cost_reduction|revenue,dredging_maintenance_saved|ecosystem_service_value|esg_re_rating_value,biodiversity_index_change|hectares_restored|sediment_tons_avoided,EUR,4813807.0,-117.0,-0.0242,12.4107,2618359,medium,proposed,active,Chile,CHL,constructed_wetlands,0.08697520262118372
Adidas,WWF-NBS-016,Riparian Greenbelt Program — Chile,55058.2455,139379.9155,278192.824,37776.645475,95772.759655,191845.002,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,habitat_index_change|hectares_restored|kg_nitrogen_reduced,EUR,4813807.0,-117.0,-0.0242,12.4107,2140839,medium,proposed,active,Chile,CHL,riparian_buffer_restoration,0.0447360869523584
Berkeley Capital Group (B Corp™),WWF-NBS-018,Watershed Reforestation Program — Spain,6111648.5,11483328.75,20471432.0,2855872.94,5283673.87,9356249.151999999,revenue,carbon_value|ecosystem_service_value|premium_market_access,hectares_restored|species_richness_change|tco2e_sequestered,GBP,2464.3,479.7,0.1947,10.4316,2906628,low,scaling,planned,Spain,,watershed_reforestation,1.81780188933706
Berkeley Capital Group (B Corp™),WWF-NBS-010,Riparian Greenbelt Program — Chile,3200435.72,7368980.108,13853310.78,2259042.11815,5189330.59636,9773218.3691,cost_reduction|revenue,dredging_maintenance_saved|ecosystem_service_value|water_treatment_cost_saved,hectares_restored|kg_nitrogen_reduced|sediment_tons_avoided,GBP,2464.3,479.7,0.1947,10.4316,3571408,medium,pilot,active,Chile,CHL,riparian_buffer_restoration,1.4530209363813935
Berkeley Capital Group (B Corp™),WWF-NBS-002,Low-Till & Cover Crops Initiative — USA,3034028.1,6324371.35,11900663.5,2059900.4449999998,4352412.3075,8235634.845,cost_reduction|revenue,carbon_value|input_cost_saved|water_and_energy_saved,hectares_under_practice|soil_carbon_increase_tons|water_use_efficiency_gain,GBP,2464.3,479.7,0.1947,10.4316,2340495,medium,proposed,active,USA,USA,regenerative_agriculture,1.859611880179193
Berkeley Capital Group (B Corp™),WWF-NBS-009,Low-Till & Cover Crops Initiative — UK,2668740.1929,6121038.5858,11943405.464499999,1747176.349527,4009508.747054,7824134.627635,capital_market|cost_reduction,esg_re_rating_value|input_cost_saved|water_and_energy_saved,biodiversity_index_change|hectares_under_practice|water_use_efficiency_gain,GBP,2464.3,479.7,0.1947,10.4316,2568532,medium,scaling,active,UK,GBR,regenerative_agriculture,1.5610117946959585
Berkeley Capital Group (B Corp™),WWF-NBS-015,Slope Stabilization Terracing — Italy,2485244.3,5825599.74,11815805.05,1713181.2259999998,4005639.2068,8128226.791,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,GBP,2464.3,479.7,0.1947,10.4316,3645948,medium,pilot,planned,Italy,ITA,terracing_contour_farming,1.0986550567369584
Berkeley Capital Group (B Corp™),WWF-NBS-014,Low-Till & Cover Crops Initiative — USA,1688310.9929,3926385.3858,7680046.4645,1395232.867965,3246058.6319299997,6349756.099825,capital_market|cost_reduction,esg_re_rating_value|input_cost_saved|water_and_energy_saved,biodiversity_index_change|hectares_under_practice|water_use_efficiency_gain,GBP,2464.3,479.7,0.1947,10.4316,3511550,high,scaling,active,USA,USA,regenerative_agriculture,0.9243948205009183
Berkeley Capital Group (B Corp™),WWF-NBS-008,Terracing & Contour Farming Transition — UK,1656782.1,3817346.98,7541091.35,1351830.642,3122543.0732,6168779.309,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|input_cost_saved,hectares_under_practice|runoff_reduction_percent|sediment_tons_avoided,GBP,2464.3,479.7,0.1947,10.4316,2903099,high,proposed,active,UK,GBR,terracing_contour_farming,1.0755895934654658
Berkeley Capital Group (B Corp™),WWF-NBS-004,Slope Stabilization Terracing — Chile,1774917.4,4342591.32,8807510.9,1181839.064,2890832.7152,5863824.724,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,GBP,2464.3,479.7,0.1947,10.4316,990178,medium,proposed,active,Chile,CHL,terracing_contour_farming,2.9195081239938676
Berkeley Capital Group (B Corp™),WWF-NBS-019,Watershed Reforestation Program — USA,1374027.656,3514807.312,6675814.624,958870.925965,2454151.12193,4659345.24386,cost_reduction|revenue,ecosystem_service_value|premium_market_access|water_cost_saved,hectares_restored|m3_water_recharged|species_richness_change,GBP,2464.3,479.7,0.1947,10.4316,1511270,medium,pilot,active,USA,USA,watershed_reforestation,1.6238998471021062
Berkeley Capital Group (B Corp™),WWF-NBS-017,Riparian Buffer Restoration — Chile,1219847.21645,2996701.13735,5570059.6515999995,994902.0743535,2440514.5592805,4507097.969628001,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,habitat_index_change|hectares_restored|kg_nitrogen_reduced,GBP,2464.3,479.7,0.1947,10.4316,2171404,high,proposed,active,Chile,CHL,riparian_buffer_restoration,1.1239338968153783
Berkeley Capital Group (B Corp™),WWF-NBS-013,Stakeholder Water Stewardship Platform — Italy,1111003.69645,2687507.3929,5555022.1787,778152.538229,1882380.076458,3890765.229374,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|reputation_financing_signal,conflict_incidents_reduced|governance_score_improvement|stakeholders_engaged,GBP,2464.3,479.7,0.1947,10.4316,3782843,medium,proposed,active,Italy,ITA,watershed_governance_program,0.49760988665350375
Berkeley Capital Group (B Corp™),WWF-NBS-011,Terracing & Contour Farming Transition — Chile,1304307.4,3060713.32,6143525.9,663027.42,1555017.3560000001,3123695.97,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,GBP,2464.3,479.7,0.1947,10.4316,1173059,low,pilot,planned,Chile,CHL,terracing_contour_farming,1.325608819334748
Berkeley Capital Group (B Corp™),WWF-NBS-007,Wetland Treatment System — Spain,1386268.0378999999,3411897.6338,6393652.5445,629263.389215,1548174.95325,2896500.846525,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|hectares_restored|kg_nitrogen_reduced,GBP,2464.3,479.7,0.1947,10.4316,828014,low,proposed,active,Spain,,constructed_wetlands,1.8697448995427615
Berkeley Capital Group (B Corp™),WWF-NBS-006,Stakeholder Water Stewardship Platform — Australia,669900.0,1817200.0,3979300.0,547884.0,1481907.0,3239208.0,avoided_loss|capital_market,community_conflict_cost_avoided|regulatory_penalty_avoided|reputation_financing_signal,compliance_rate_percent|conflict_incidents_reduced|stakeholders_engaged,GBP,2464.3,479.7,0.1947,10.4316,1231126,high,pilot,planned,Australia,,watershed_governance_program,1.2037005148132685
Berkeley Capital Group (B Corp™),WWF-NBS-005,Watershed Governance & Coordination — Canada,727403.69645,1822207.3929,3891822.1787,580793.0680535,1455576.136107,3109548.4083209997,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|regulatory_penalty_avoided,compliance_rate_percent|conflict_incidents_reduced|governance_score_improvement,GBP,2464.3,479.7,0.1947,10.4316,2472019,high,scaling,active,Canada,CAN,watershed_governance_program,0.5888207720519139
Berkeley Capital Group (B Corp™),WWF-NBS-020,Wetland Treatment System — USA,752501.5029,1649266.9697999998,2879402.0045,616317.715478,1344965.276076,2353447.91059,capital_market|cost_reduction,dredging_maintenance_saved|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|kg_nitrogen_reduced|sediment_tons_avoided,GBP,2464.3,479.7,0.1947,10.4316,2754115,high,pilot,active,USA,USA,constructed_wetlands,0.48834753671360853
Berkeley Capital Group (B Corp™),WWF-NBS-003,Wetland Treatment System — Canada,596099.1679,1463667.7458000001,2714731.0645,300463.774562,737674.5080840001,1367486.10041,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|hectares_restored|kg_nitrogen_reduced,GBP,2464.3,479.7,0.1947,10.4316,2081672,low,proposed,active,Canada,CAN,constructed_wetlands,0.3543663497822904
Berkeley Capital Group (B Corp™),WWF-NBS-001,Water Rights & Governance Strengthening — Chile,270003.69645,660007.3929,1350022.1787,116761.651081,285503.302162,583809.906486,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|reputation_financing_signal,conflict_incidents_reduced|governance_score_improvement|stakeholders_engaged,GBP,2464.3,479.7,0.1947,10.4316,2451175,low,proposed,active,Chile,CHL,watershed_governance_program,0.11647609907982905
Berkeley Capital Group (B Corp™),WWF-NBS-012,Artificial Wetlands Initiative — Chile,145096.0929,339713.0458,676144.4145,88847.800602,207139.757804,412145.20251000003,capital_market|cost_reduction|revenue,dredging_maintenance_saved|ecosystem_service_value|esg_re_rating_value,biodiversity_index_change|hectares_restored|sediment_tons_avoided,GBP,2464.3,479.7,0.1947,10.4316,2618359,medium,proposed,active,Chile,CHL,constructed_wetlands,0.07911052602183276
Berkeley Capital Group (B Corp™),WWF-NBS-016,Riparian Greenbelt Program — Chile,47841.23145,117728.87335,220456.7116,32604.4520725,80256.17944749999,150467.45478,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,habitat_index_change|hectares_restored|kg_nitrogen_reduced,GBP,2464.3,479.7,0.1947,10.4316,2140839,medium,proposed,active,Chile,CHL,riparian_buffer_restoration,0.037488190119621324
City Developments Limited.,WWF-NBS-018,Watershed Reforestation Program — Spain,6111648.5,11483328.75,20471432.0,2855872.94,5283673.87,9356249.151999999,revenue,carbon_value|ecosystem_service_value|premium_market_access,hectares_restored|species_richness_change|tco2e_sequestered,SGD,3271.2,685.7,0.2096,3.8675,2906628,low,scaling,planned,Spain,,watershed_reforestation,1.81780188933706
City Developments Limited.,WWF-NBS-010,Riparian Greenbelt Program — Chile,3200435.72,7368980.108,13853310.78,2259042.11815,5189330.59636,9773218.3691,cost_reduction|revenue,dredging_maintenance_saved|ecosystem_service_value|water_treatment_cost_saved,hectares_restored|kg_nitrogen_reduced|sediment_tons_avoided,SGD,3271.2,685.7,0.2096,3.8675,3571408,medium,pilot,active,Chile,CHL,riparian_buffer_restoration,1.4530209363813935
City Developments Limited.,WWF-NBS-002,Low-Till & Cover Crops Initiative — USA,3034028.1,6324371.35,11900663.5,2059900.4449999998,4352412.3075,8235634.845,cost_reduction|revenue,carbon_value|input_cost_saved|water_and_energy_saved,hectares_under_practice|soil_carbon_increase_tons|water_use_efficiency_gain,SGD,3271.2,685.7,0.2096,3.8675,2340495,medium,proposed,active,USA,USA,regenerative_agriculture,1.859611880179193
City Developments Limited.,WWF-NBS-009,Low-Till & Cover Crops Initiative — UK,2668742.6136,6121043.4272,11943417.568,1747177.874568,4009511.797136,7824142.25284,capital_market|cost_reduction,esg_re_rating_value|input_cost_saved|water_and_energy_saved,biodiversity_index_change|hectares_under_practice|water_use_efficiency_gain,SGD,3271.2,685.7,0.2096,3.8675,2568532,medium,scaling,active,UK,GBR,regenerative_agriculture,1.5610129821765895
City Developments Limited.,WWF-NBS-015,Slope Stabilization Terracing — Italy,2485244.3,5825599.74,11815805.05,1713181.2259999998,4005639.2068,8128226.791,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,SGD,3271.2,685.7,0.2096,3.8675,3645948,medium,pilot,planned,Italy,ITA,terracing_contour_farming,1.0986550567369584
City Developments Limited.,WWF-NBS-014,Low-Till & Cover Crops Initiative — USA,1688313.4135999999,3926390.2271999996,7680058.568,1395234.92556,3246062.7471199995,6349766.387800001,capital_market|cost_reduction,esg_re_rating_value|input_cost_saved|water_and_energy_saved,biodiversity_index_change|hectares_under_practice|water_use_efficiency_gain,SGD,3271.2,685.7,0.2096,3.8675,3511550,high,scaling,active,USA,USA,regenerative_agriculture,0.9243959924022154
City Developments Limited.,WWF-NBS-008,Terracing & Contour Farming Transition — UK,1656782.1,3817346.98,7541091.35,1351830.642,3122543.0732,6168779.309,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|input_cost_saved,hectares_under_practice|runoff_reduction_percent|sediment_tons_avoided,SGD,3271.2,685.7,0.2096,3.8675,2903099,high,proposed,active,UK,GBR,terracing_contour_farming,1.0755895934654658
City Developments Limited.,WWF-NBS-004,Slope Stabilization Terracing — Chile,1774917.4,4342591.32,8807510.9,1181839.064,2890832.7152,5863824.724,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,SGD,3271.2,685.7,0.2096,3.8675,990178,medium,proposed,active,Chile,CHL,terracing_contour_farming,2.9195081239938676
City Developments Limited.,WWF-NBS-019,Watershed Reforestation Program — USA,1374027.656,3514807.312,6675814.624,958870.925965,2454151.12193,4659345.24386,cost_reduction|revenue,ecosystem_service_value|premium_market_access|water_cost_saved,hectares_restored|m3_water_recharged|species_richness_change,SGD,3271.2,685.7,0.2096,3.8675,1511270,medium,pilot,active,USA,USA,watershed_reforestation,1.6238998471021062
City Developments Limited.,WWF-NBS-017,Riparian Buffer Restoration — Chile,1219848.4268,2996704.7684,5570069.3344,994903.0789440001,2440517.5730520003,4507106.006352,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,habitat_index_change|hectares_restored|kg_nitrogen_reduced,SGD,3271.2,685.7,0.2096,3.8675,2171404,high,proposed,active,Chile,CHL,riparian_buffer_restoration,1.1239352847521697
City Developments Limited.,WWF-NBS-013,Stakeholder Water Stewardship Platform — Italy,1111004.9068,2687509.8136,5555029.4408,778153.3693360001,1882381.7386720001,3890770.216016,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|reputation_financing_signal,conflict_incidents_reduced|governance_score_improvement|stakeholders_engaged,SGD,3271.2,685.7,0.2096,3.8675,3782843,medium,proposed,active,Italy,ITA,watershed_governance_program,0.49761032606217076
City Developments Limited.,WWF-NBS-011,Terracing & Contour Farming Transition — Chile,1304307.4,3060713.32,6143525.9,663027.42,1555017.3560000001,3123695.97,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,SGD,3271.2,685.7,0.2096,3.8675,1173059,low,pilot,planned,Chile,CHL,terracing_contour_farming,1.325608819334748
City Developments Limited.,WWF-NBS-007,Wetland Treatment System — Spain,1386270.4586,3411902.4752,6393664.648,629264.63991,1548177.45464,2896507.1,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|hectares_restored|kg_nitrogen_reduced,SGD,3271.2,685.7,0.2096,3.8675,828014,low,proposed,active,Spain,,constructed_wetlands,1.8697479204940979
City Developments Limited.,WWF-NBS-006,Stakeholder Water Stewardship Platform — Australia,669900.0,1817200.0,3979300.0,547884.0,1481907.0,3239208.0,avoided_loss|capital_market,community_conflict_cost_avoided|regulatory_penalty_avoided|reputation_financing_signal,compliance_rate_percent|conflict_incidents_reduced|stakeholders_engaged,SGD,3271.2,685.7,0.2096,3.8675,1231126,high,pilot,planned,Australia,,watershed_governance_program,1.2037005148132685
City Developments Limited.,WWF-NBS-005,Watershed Governance & Coordination — Canada,727404.9068,1822209.8136,3891829.4408,580794.072644,1455578.145288,3109554.435864,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|regulatory_penalty_avoided,compliance_rate_percent|conflict_incidents_reduced|governance_score_improvement,SGD,3271.2,685.7,0.2096,3.8675,2472019,high,scaling,active,Canada,CAN,watershed_governance_program,0.5888215848211523
City Developments Limited.,WWF-NBS-020,Wetland Treatment System — USA,752503.9236,1649271.8111999999,2879414.108,616319.700452,1344969.246024,2353457.8354599997,capital_market|cost_reduction,dredging_maintenance_saved|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|kg_nitrogen_reduced|sediment_tons_avoided,SGD,3271.2,685.7,0.2096,3.8675,2754115,high,pilot,active,USA,USA,constructed_wetlands,0.488348978174114
City Developments Limited.,WWF-NBS-003,Wetland Treatment System — Canada,596101.5886,1463672.5872,2714743.168,300464.855808,737676.670576,1367491.50664,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|hectares_restored|kg_nitrogen_reduced,SGD,3271.2,685.7,0.2096,3.8675,2081672,low,proposed,active,Canada,CAN,constructed_wetlands,0.35436738860685063
City Developments Limited.,WWF-NBS-001,Water Rights & Governance Strengthening — Chile,270004.9068,660009.8136,1350029.4408,116762.191704,285504.383408,583813.150224,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|reputation_financing_signal,conflict_incidents_reduced|governance_score_improvement|stakeholders_engaged,SGD,3271.2,685.7,0.2096,3.8675,2451175,low,proposed,active,Chile,CHL,watershed_governance_program,0.11647654019317266
City Developments Limited.,WWF-NBS-012,Artificial Wetlands Initiative — Chile,145098.5136,339717.8872,676156.518,88849.527368,207143.211336,412153.83634,capital_market|cost_reduction|revenue,dredging_maintenance_saved|ecosystem_service_value|esg_re_rating_value,biodiversity_index_change|hectares_restored|sediment_tons_avoided,SGD,3271.2,685.7,0.2096,3.8675,2618359,medium,proposed,active,Chile,CHL,constructed_wetlands,0.07911184498993454
City Developments Limited.,WWF-NBS-016,Riparian Greenbelt Program — Chile,47842.4418,117732.50439999999,220466.3944,32605.319489999998,80258.78169999999,150474.39411999998,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,habitat_index_change|hectares_restored|kg_nitrogen_reduced,SGD,3271.2,685.7,0.2096,3.8675,2140839,medium,proposed,active,Chile,CHL,riparian_buffer_restoration,0.03748940564890681
Federation of Migros Cooperatives,WWF-NBS-018,Watershed Reforestation Program — Spain,6111648.5,11483328.75,20471432.0,2855872.94,5283673.87,9356249.151999999,revenue,carbon_value|ecosystem_service_value|premium_market_access,hectares_restored|species_richness_change|tco2e_sequestered,CHF,32529.0,1866.0,0.0574,9.1,2906628,low,scaling,planned,Spain,,watershed_reforestation,1.81780188933706
Federation of Migros Cooperatives,WWF-NBS-010,Riparian Greenbelt Program — Chile,3200435.72,7368980.108,13853310.78,2259042.11815,5189330.59636,9773218.3691,cost_reduction|revenue,dredging_maintenance_saved|ecosystem_service_value|water_treatment_cost_saved,hectares_restored|kg_nitrogen_reduced|sediment_tons_avoided,CHF,32529.0,1866.0,0.0574,9.1,3571408,medium,pilot,active,Chile,CHL,riparian_buffer_restoration,1.4530209363813935
Federation of Migros Cooperatives,WWF-NBS-002,Low-Till & Cover Crops Initiative — USA,3034028.1,6324371.35,11900663.5,2059900.4449999998,4352412.3075,8235634.845,cost_reduction|revenue,carbon_value|input_cost_saved|water_and_energy_saved,hectares_under_practice|soil_carbon_increase_tons|water_use_efficiency_gain,CHF,32529.0,1866.0,0.0574,9.1,2340495,medium,proposed,active,USA,USA,regenerative_agriculture,1.859611880179193
Federation of Migros Cooperatives,WWF-NBS-009,Low-Till & Cover Crops Initiative — UK,2668830.387,6121218.974,11943856.435,1747233.17181,4009622.39162,7824418.73905,capital_market|cost_reduction,esg_re_rating_value|input_cost_saved|water_and_energy_saved,biodiversity_index_change|hectares_under_practice|water_use_efficiency_gain,CHF,32529.0,1866.0,0.0574,9.1,2568532,medium,scaling,active,UK,GBR,regenerative_agriculture,1.561056039644435
